Date,Season,Home,Away,HG,AG,Result,Result-U/O,1,X,2,HST,AST,HC,AC,Week,HW,AW,HL,AL,HGF,AGF,HAGF,HGA,AGA,HAGA,HGD,AGD,HAGD,HWGD,AWGD,HAWGD,HLGD,ALGD,HALGD,HW%,HL%,AW%,AL%,HSTF,ASTF,HCF,ACF
2023-01-07,2022,Oostende,Seraing,1,2,A,O,1.8,3.83,4.11,3.0,2.0,5.0,2.0,9,2.0,0.0,1.0,2.0,6.0,3.0,3.0,8.0,9.0,-1.0,-2.0,-6.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,50.0,50.0,33.3,55.6,17.0,6.0,19.0,8.0
2023-01-07,2022,Eupen,Charleroi,1,2,A,O,2.64,3.53,2.5,3.0,4.0,5.0,7.0,9,2.0,0.0,1.0,3.0,6.0,3.0,3.0,6.0,10.0,-4.0,0.0,-7.0,7.0,2.0,0.0,2.0,1.0,2.0,-1.0,37.5,62.5,37.5,62.5,15.0,7.0,19.0,14.0
2023-01-07,2022,Cercle Brugge,Westerlo,0,1,A,U,2.13,3.58,3.21,5.0,2.0,6.0,4.0,9,3.0,1.0,0.0,1.0,11.0,4.0,7.0,3.0,7.0,-4.0,8.0,-3.0,11.0,2.0,1.0,1.0,0.0,1.0,-1.0,50.0,12.5,33.3,55.6,22.0,15.0,14.0,11.0
2023-01-07,2022,Antwerp,Gent,2,0,H,U,2.46,3.36,2.79,5.0,1.0,3.0,6.0,10,1.0,1.0,1.0,1.0,4.0,5.0,-1.0,3.0,3.0,0.0,1.0,2.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,77.8,11.1,44.4,33.3,11.0,16.0,19.0,16.0
2023-01-06,2022,Standard,St Truiden,1,1,D,U,2.37,3.17,3.09,1.0,3.0,9.0,2.0,10,2.0,2.0,1.0,1.0,10.0,5.0,5.0,3.0,6.0,-3.0,7.0,-1.0,8.0,2.0,0.0,2.0,0.0,1.0,-1.0,55.6,33.3,44.4,22.2,,11.0,,10.0
2022-12-27,2022,Westerlo,Antwerp,3,3,D,O,3.1,3.65,2.11,4.0,7.0,3.0,6.0,9,1.0,0.0,1.0,2.0,10.0,2.0,8.0,5.0,6.0,-1.0,5.0,-4.0,9.0,1.0,0.0,1.0,0.0,1.0,-1.0,62.5,25.0,50.0,37.5,14.0,14.0,14.0,18.0
2022-12-27,2022,St Truiden,Waregem,2,0,H,U,1.65,3.92,4.83,6.0,1.0,6.0,3.0,9,1.0,1.0,1.0,1.0,2.0,6.0,-4.0,2.0,5.0,-3.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,25.0,50.0,12.5,50.0,7.0,19.0,17.0,15.0
2022-12-26,2022,St. Gilloise,Oostende,3,0,H,O,1.33,5.28,8.08,5.0,1.0,10.0,2.0,9,1.0,0.0,0.0,3.0,5.0,2.0,3.0,3.0,13.0,-10.0,2.0,-11.0,13.0,1.0,0.0,1.0,0.0,3.0,-3.0,62.5,12.5,11.1,66.7,8.0,5.0,17.0,8.0
2022-12-26,2022,Kortrijk,Genk,1,0,H,U,6.27,4.73,1.44,8.0,6.0,5.0,6.0,10,0.0,3.0,2.0,0.0,1.0,6.0,-5.0,7.0,1.0,6.0,-6.0,5.0,-11.0,0.0,2.0,-2.0,2.0,0.0,2.0,11.1,66.7,87.5,12.5,11.0,10.0,17.0,19.0
2022-12-26,2022,Club Brugge,Oud-Heverlee Leuven,1,1,D,U,1.44,4.75,6.21,7.0,5.0,3.0,3.0,10,2.0,0.0,0.0,2.0,9.0,3.0,6.0,4.0,6.0,-2.0,5.0,-3.0,8.0,2.0,0.0,2.0,0.0,1.0,-1.0,66.7,11.1,33.3,33.3,18.0,10.0,15.0,14.0
2022-12-26,2022,Charleroi,Anderlecht,0,1,A,U,3.01,3.59,2.18,2.0,2.0,3.0,0.0,10,1.0,0.0,1.0,2.0,3.0,2.0,1.0,7.0,8.0,-1.0,-4.0,-6.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,33.3,55.6,25.0,62.5,,,,
2022-12-23,2022,Seraing,Eupen,0,1,A,U,2.74,3.43,2.47,1.0,5.0,4.0,9.0,9,0.0,0.0,3.0,2.0,2.0,8.0,-6.0,5.0,11.0,-6.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,87.5,22.2,66.7,7.0,12.0,12.0,14.0
2022-12-23,2022,Mechelen,Cercle Brugge,1,1,D,U,2.59,3.47,2.58,9.0,4.0,9.0,8.0,10,2.0,2.0,0.0,0.0,6.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,44.4,33.3,33.3,55.6,23.0,6.0,26.0,9.0
2022-12-23,2022,Gent,Standard,0,0,D,U,1.52,4.19,6.01,5.0,0.0,13.0,1.0,9,3.0,1.0,0.0,2.0,7.0,3.0,4.0,1.0,4.0,-3.0,6.0,-1.0,7.0,2.0,1.0,1.0,0.0,2.0,-2.0,62.5,25.0,50.0,50.0,15.0,12.0,18.0,17.0
2022-11-13,2022,Standard,St. Gilloise,2,3,A,O,3.34,3.6,2.06,5.0,7.0,8.0,4.0,9,2.0,3.0,1.0,0.0,8.0,11.0,-3.0,2.0,2.0,0.0,6.0,9.0,-3.0,2.0,2.0,0.0,1.0,0.0,1.0,62.5,25.0,62.5,25.0,,17.0,,19.0
2022-11-13,2022,Kortrijk,Gent,0,4,A,O,4.64,3.93,1.69,3.0,10.0,8.0,6.0,9,0.0,1.0,2.0,1.0,2.0,5.0,-3.0,6.0,3.0,3.0,-4.0,2.0,-6.0,0.0,1.0,-1.0,2.0,1.0,1.0,12.5,62.5,37.5,37.5,13.0,12.0,12.0,19.0
2022-11-13,2022,Club Brugge,Antwerp,2,2,D,O,1.82,3.79,3.99,5.0,6.0,3.0,4.0,9,2.0,0.0,1.0,3.0,7.0,1.0,6.0,4.0,6.0,-2.0,3.0,-5.0,8.0,2.0,0.0,2.0,1.0,1.0,0.0,75.0,12.5,57.1,42.9,25.0,13.0,23.0,21.0
2022-11-13,2022,Anderlecht,Genk,0,2,A,U,2.62,3.45,2.54,5.0,4.0,5.0,6.0,9,1.0,3.0,2.0,0.0,4.0,6.0,-2.0,4.0,2.0,2.0,0.0,4.0,-4.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,37.5,85.7,14.3,20.0,11.0,30.0,19.0
2022-11-12,2022,Westerlo,Oostende,6,0,H,O,1.77,3.92,4.12,8.0,0.0,5.0,3.0,8,1.0,0.0,1.0,2.0,6.0,3.0,3.0,5.0,8.0,-3.0,1.0,-5.0,6.0,1.0,0.0,1.0,0.0,2.0,-2.0,57.1,28.6,12.5,62.5,10.0,7.0,14.0,14.0
2022-11-12,2022,Waregem,Eupen,5,5,D,O,2.28,3.68,2.84,9.0,8.0,11.0,2.0,9,1.0,0.0,2.0,3.0,5.0,4.0,1.0,10.0,11.0,-1.0,-5.0,-7.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,25.0,75.0,25.0,75.0,10.0,6.0,13.0,14.0
2022-11-12,2022,St Truiden,Cercle Brugge,0,1,A,U,2.44,3.29,2.86,1.0,1.0,10.0,2.0,8,1.0,1.0,1.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,42.9,25.0,62.5,12.0,10.0,17.0,11.0
2022-11-12,2022,Charleroi,Mechelen,0,5,A,O,2.23,3.58,2.99,,,,,9,1.0,0.0,1.0,3.0,3.0,1.0,2.0,3.0,9.0,-6.0,0.0,-8.0,8.0,0.0,0.0,0.0,0.0,3.0,-3.0,37.5,50.0,14.3,71.4,11.0,8.0,11.0,12.0
2022-11-11,2022,Oud-Heverlee Leuven,Seraing,5,0,H,O,1.57,4.13,5.45,14.0,1.0,14.0,3.0,8,0.0,1.0,2.0,1.0,1.0,5.0,-4.0,5.0,4.0,1.0,-4.0,1.0,-5.0,0.0,1.0,-1.0,1.0,0.0,1.0,42.9,42.9,37.5,50.0,14.0,8.0,18.0,9.0
2022-11-06,2022,St. Gilloise,Westerlo,1,1,D,U,1.57,4.13,5.45,1.0,5.0,10.0,4.0,8,2.0,2.0,0.0,1.0,6.0,5.0,1.0,3.0,6.0,-3.0,3.0,-1.0,4.0,1.0,2.0,-1.0,0.0,1.0,-1.0,71.4,14.3,37.5,62.5,14.0,15.0,10.0,10.0
2022-11-06,2022,Oostende,Kortrijk,3,1,H,O,2.15,3.55,3.16,9.0,4.0,8.0,6.0,8,1.0,0.0,2.0,2.0,4.0,4.0,0.0,9.0,8.0,1.0,-5.0,-4.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,42.9,57.1,28.6,57.1,15.0,11.0,13.0,18.0
2022-11-06,2022,Gent,Club Brugge,2,0,H,U,2.77,3.45,2.44,2.0,4.0,4.0,3.0,8,2.0,1.0,1.0,1.0,8.0,3.0,5.0,5.0,5.0,0.0,3.0,-2.0,5.0,1.0,0.0,1.0,0.0,1.0,-1.0,57.1,28.6,57.1,28.6,20.0,7.0,20.0,19.0
2022-11-06,2022,Antwerp,Anderlecht,0,0,D,U,2.19,3.41,3.2,3.0,1.0,4.0,1.0,9,2.0,1.0,1.0,2.0,6.0,5.0,1.0,3.0,9.0,-6.0,3.0,-4.0,7.0,2.0,1.0,1.0,1.0,1.0,0.0,87.5,12.5,28.6,71.4,12.0,,21.0,
2022-11-05,2022,Seraing,St Truiden,1,2,A,O,3.6,3.32,2.07,2.0,5.0,5.0,7.0,8,0.0,1.0,2.0,2.0,2.0,3.0,-1.0,4.0,7.0,-3.0,-2.0,-4.0,2.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,85.7,37.5,25.0,7.0,9.0,10.0,5.0
2022-11-05,2022,Mechelen,Waregem,2,2,D,O,1.77,4.0,4.06,6.0,7.0,11.0,5.0,9,2.0,1.0,1.0,2.0,5.0,4.0,1.0,4.0,5.0,-1.0,1.0,-1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,50.0,37.5,14.3,57.1,20.0,15.0,20.0,22.0
2022-11-05,2022,Eupen,Standard,2,0,H,U,3.01,3.57,2.23,5.0,4.0,7.0,2.0,8,1.0,2.0,2.0,1.0,5.0,4.0,1.0,8.0,2.0,6.0,-3.0,2.0,-5.0,1.0,1.0,0.0,1.0,1.0,0.0,28.6,71.4,57.1,42.9,14.0,9.0,17.0,16.0
2022-11-05,2022,Cercle Brugge,Oud-Heverlee Leuven,2,1,H,O,1.86,3.94,3.69,4.0,4.0,6.0,6.0,8,2.0,1.0,0.0,1.0,11.0,7.0,4.0,4.0,6.0,-2.0,7.0,1.0,6.0,2.0,1.0,1.0,0.0,1.0,-1.0,42.9,14.3,37.5,25.0,24.0,13.0,18.0,14.0
2022-11-04,2022,Genk,Charleroi,4,1,H,O,1.39,5.06,7.06,8.0,2.0,5.0,4.0,9,3.0,1.0,0.0,2.0,11.0,3.0,8.0,3.0,6.0,-3.0,8.0,-3.0,11.0,2.0,0.0,2.0,0.0,1.0,-1.0,87.5,0.0,42.9,57.1,23.0,7.0,25.0,15.0
2022-10-30,2022,Seraing,St. Gilloise,1,2,A,O,5.68,4.11,1.54,2.0,3.0,6.0,7.0,7,0.0,3.0,2.0,0.0,1.0,11.0,-10.0,4.0,2.0,2.0,-3.0,9.0,-12.0,0.0,2.0,-2.0,1.0,0.0,1.0,0.0,83.3,57.1,28.6,6.0,17.0,6.0,17.0
2022-10-30,2022,Oud-Heverlee Leuven,Gent,1,1,D,U,3.58,3.67,1.95,5.0,4.0,1.0,6.0,7,1.0,1.0,2.0,2.0,3.0,4.0,-1.0,6.0,3.0,3.0,-3.0,1.0,-4.0,0.0,1.0,-1.0,1.0,1.0,0.0,50.0,50.0,42.9,42.9,13.0,8.0,19.0,18.0
2022-10-30,2022,Charleroi,Antwerp,1,0,H,U,3.27,3.57,2.08,3.0,6.0,4.0,8.0,8,0.0,1.0,2.0,2.0,4.0,3.0,1.0,6.0,5.0,1.0,-2.0,-2.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,28.6,57.1,66.7,33.3,12.0,11.0,8.0,16.0
2022-10-30,2022,Anderlecht,Eupen,4,2,H,O,1.44,4.64,6.48,8.0,2.0,10.0,4.0,8,1.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,7.0,-4.0,1.0,-4.0,5.0,1.0,0.0,1.0,0.0,1.0,-1.0,42.9,42.9,28.6,71.4,17.0,8.0,29.0,11.0
2022-10-29,2022,Westerlo,St Truiden,2,3,A,O,2.19,3.33,3.26,3.0,4.0,4.0,2.0,7,2.0,1.0,0.0,2.0,6.0,3.0,3.0,3.0,5.0,-2.0,3.0,-2.0,5.0,1.0,1.0,0.0,0.0,2.0,-2.0,66.7,16.7,28.6,28.6,13.0,13.0,11.0,7.0
2022-10-29,2022,Waregem,Standard,0,3,A,O,3.02,3.61,2.19,3.0,7.0,4.0,10.0,8,1.0,2.0,2.0,1.0,5.0,3.0,2.0,10.0,3.0,7.0,-5.0,0.0,-5.0,0.0,0.0,0.0,2.0,1.0,1.0,28.6,71.4,50.0,50.0,9.0,4.0,9.0,6.0
2022-10-29,2022,Kortrijk,Cercle Brugge,1,1,D,U,3.56,3.64,1.97,5.0,3.0,3.0,6.0,8,1.0,2.0,2.0,1.0,3.0,6.0,-3.0,6.0,5.0,1.0,-3.0,1.0,-4.0,0.0,0.0,0.0,2.0,0.0,2.0,14.3,71.4,28.6,71.4,12.0,12.0,9.0,9.0
2022-10-29,2022,Club Brugge,Oostende,4,2,H,O,1.26,5.91,9.57,6.0,3.0,4.0,2.0,8,2.0,0.0,1.0,1.0,6.0,3.0,3.0,2.0,6.0,-4.0,4.0,-3.0,7.0,2.0,0.0,2.0,1.0,1.0,0.0,71.4,14.3,14.3,57.1,29.0,11.0,24.0,19.0
2022-10-28,2022,Genk,Mechelen,3,1,H,O,1.35,5.28,7.6,6.0,5.0,8.0,7.0,8,3.0,1.0,0.0,2.0,9.0,4.0,5.0,2.0,7.0,-5.0,7.0,-3.0,10.0,1.0,1.0,0.0,0.0,2.0,-2.0,85.7,0.0,16.7,66.7,23.0,8.0,22.0,8.0
2022-10-23,2022,Standard,Anderlecht,5,0,H,O,2.98,3.55,2.24,,,,,8,2.0,1.0,1.0,2.0,6.0,6.0,0.0,2.0,6.0,-4.0,4.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,57.1,28.6,33.3,66.7,13.0,14.0,12.0,18.0
2022-10-23,2022,Oostende,Waregem,2,1,H,O,2.09,3.64,3.25,5.0,4.0,5.0,5.0,7,1.0,1.0,2.0,2.0,3.0,3.0,0.0,8.0,5.0,3.0,-5.0,-2.0,-3.0,0.0,1.0,-1.0,1.0,2.0,-1.0,33.3,66.7,16.7,50.0,15.0,12.0,11.0,21.0
2022-10-23,2022,Gent,Seraing,2,1,H,O,1.39,4.94,7.23,4.0,3.0,9.0,3.0,7,2.0,1.0,1.0,1.0,8.0,5.0,3.0,4.0,4.0,0.0,4.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,50.0,33.3,42.9,42.9,22.0,7.0,15.0,9.0
2022-10-23,2022,Antwerp,Genk,1,3,A,O,2.64,3.5,2.51,4.0,5.0,8.0,4.0,8,3.0,3.0,0.0,0.0,7.0,5.0,2.0,1.0,2.0,-1.0,6.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,100.0,0.0,83.3,16.7,12.0,10.0,18.0,20.0
2022-10-22,2022,St. Gilloise,Club Brugge,2,2,D,O,2.57,3.46,2.61,4.0,2.0,4.0,4.0,7,2.0,2.0,1.0,1.0,5.0,3.0,2.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,-1.0,83.3,16.7,66.7,33.3,13.0,9.0,10.0,16.0
2022-10-22,2022,St Truiden,Oud-Heverlee Leuven,0,0,D,U,2.03,3.66,3.4,3.0,2.0,3.0,5.0,7,1.0,1.0,2.0,1.0,3.0,7.0,-4.0,4.0,6.0,-2.0,-1.0,1.0,-2.0,0.0,1.0,-1.0,0.0,1.0,-1.0,33.3,50.0,42.9,28.6,14.0,12.0,21.0,10.0
2022-10-22,2022,Mechelen,Eupen,2,1,H,O,1.92,3.75,3.69,10.0,2.0,7.0,8.0,8,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,6.0,-3.0,0.0,-4.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,42.9,42.9,33.3,66.7,12.0,9.0,23.0,9.0
2022-10-22,2022,Kortrijk,Westerlo,0,2,A,U,2.89,3.57,2.3,3.0,5.0,6.0,6.0,7,1.0,2.0,2.0,1.0,4.0,6.0,-2.0,8.0,8.0,0.0,-4.0,-2.0,-2.0,0.0,1.0,-1.0,2.0,1.0,1.0,16.7,66.7,28.6,71.4,12.0,13.0,13.0,4.0
2022-10-21,2022,Cercle Brugge,Charleroi,4,1,H,O,1.99,3.64,3.55,8.0,3.0,6.0,6.0,7,1.0,1.0,1.0,2.0,7.0,4.0,3.0,5.0,5.0,0.0,2.0,-1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,33.3,16.7,50.0,50.0,22.0,9.0,15.0,10.0
2022-10-20,2022,Waregem,Anderlecht,3,2,H,O,4.93,4.24,1.6,5.0,4.0,5.0,5.0,7,0.0,1.0,3.0,2.0,3.0,5.0,-2.0,11.0,5.0,6.0,-8.0,0.0,-8.0,0.0,1.0,-1.0,3.0,0.0,3.0,16.7,83.3,40.0,60.0,5.0,15.0,11.0,20.0
2022-10-20,2022,Antwerp,Oostende,3,0,H,O,1.57,4.17,5.35,4.0,2.0,7.0,3.0,7,3.0,0.0,0.0,1.0,7.0,3.0,4.0,1.0,4.0,-3.0,6.0,-1.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,100.0,0.0,16.7,50.0,11.0,14.0,14.0,20.0
2022-10-19,2022,St. Gilloise,Gent,2,0,H,U,2.13,3.47,3.29,3.0,2.0,3.0,4.0,6,2.0,1.0,1.0,2.0,5.0,5.0,0.0,4.0,3.0,1.0,1.0,2.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,80.0,20.0,50.0,33.3,16.0,7.0,14.0,18.0
2022-10-19,2022,Mechelen,Standard,2,0,H,U,2.54,3.6,2.58,7.0,1.0,8.0,5.0,7,0.0,3.0,2.0,0.0,3.0,4.0,-1.0,6.0,1.0,5.0,-3.0,3.0,-6.0,0.0,0.0,0.0,1.0,0.0,1.0,33.3,50.0,60.0,40.0,10.0,8.0,24.0,10.0
2022-10-19,2022,Club Brugge,St Truiden,3,0,H,O,1.46,4.49,6.55,7.0,2.0,8.0,1.0,7,2.0,1.0,1.0,1.0,7.0,3.0,4.0,2.0,2.0,0.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,66.7,16.7,33.3,16.7,26.0,14.0,23.0,12.0
2022-10-18,2022,Seraing,Cercle Brugge,0,1,A,U,3.83,3.56,1.93,3.0,2.0,1.0,1.0,6,0.0,1.0,2.0,2.0,1.0,5.0,-4.0,7.0,9.0,-2.0,-6.0,-4.0,-2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,80.0,16.7,83.3,6.0,12.0,10.0,12.0
2022-10-18,2022,Genk,Westerlo,6,1,H,O,1.59,4.32,5.02,10.0,5.0,7.0,1.0,7,2.0,2.0,0.0,1.0,3.0,5.0,-2.0,1.0,5.0,-4.0,2.0,0.0,2.0,0.0,1.0,-1.0,0.0,1.0,-1.0,83.3,0.0,33.3,66.7,17.0,11.0,23.0,9.0
2022-10-18,2022,Eupen,Oud-Heverlee Leuven,4,2,H,O,2.71,3.55,2.45,9.0,4.0,6.0,3.0,7,0.0,1.0,3.0,0.0,1.0,7.0,-6.0,7.0,4.0,3.0,-6.0,3.0,-9.0,0.0,1.0,-1.0,1.0,0.0,1.0,16.7,83.3,50.0,16.7,10.0,12.0,19.0,9.0
2022-10-18,2022,Charleroi,Kortrijk,2,2,D,O,1.69,3.95,4.65,5.0,6.0,4.0,9.0,7,1.0,1.0,2.0,2.0,4.0,3.0,1.0,5.0,6.0,-1.0,-1.0,-3.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,33.3,66.7,33.3,66.7,14.0,8.0,8.0,13.0
2022-10-16,2022,Standard,Antwerp,3,0,H,O,2.88,3.52,2.33,4.0,2.0,2.0,6.0,7,2.0,2.0,1.0,1.0,4.0,5.0,-1.0,2.0,3.0,-1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,50.0,33.3,80.0,20.0,14.0,13.0,15.0,12.0
2022-10-16,2022,Oostende,St. Gilloise,1,6,A,O,4.17,3.78,1.79,3.0,8.0,6.0,4.0,6,1.0,3.0,2.0,0.0,2.0,8.0,-6.0,3.0,2.0,1.0,-1.0,6.0,-7.0,0.0,2.0,-2.0,0.0,0.0,0.0,40.0,60.0,50.0,33.3,18.0,13.0,10.0,16.0
2022-10-16,2022,Gent,Mechelen,3,0,H,O,1.49,4.45,5.97,9.0,1.0,5.0,2.0,6,1.0,1.0,2.0,2.0,6.0,5.0,1.0,6.0,7.0,-1.0,0.0,-2.0,2.0,1.0,1.0,0.0,0.0,2.0,-2.0,40.0,40.0,20.0,60.0,17.0,9.0,16.0,9.0
2022-10-16,2022,Anderlecht,Club Brugge,0,1,A,U,2.53,3.57,2.58,4.0,4.0,6.0,7.0,7,1.0,2.0,1.0,1.0,6.0,5.0,1.0,4.0,4.0,0.0,2.0,1.0,1.0,1.0,2.0,-1.0,0.0,1.0,-1.0,50.0,33.3,60.0,40.0,19.0,11.0,35.0,14.0
2022-10-15,2022,St Truiden,Charleroi,2,1,H,O,2.15,3.33,3.4,3.0,2.0,4.0,4.0,6,1.0,2.0,2.0,1.0,4.0,6.0,-2.0,4.0,4.0,0.0,0.0,2.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,60.0,60.0,40.0,15.0,13.0,21.0,11.0
2022-10-15,2022,Oud-Heverlee Leuven,Genk,0,1,A,U,4.3,4.19,1.7,7.0,1.0,11.0,9.0,6,2.0,3.0,1.0,0.0,5.0,8.0,-3.0,6.0,2.0,4.0,-1.0,6.0,-7.0,0.0,1.0,-1.0,1.0,0.0,1.0,60.0,40.0,80.0,20.0,12.0,13.0,10.0,13.0
2022-10-15,2022,Kortrijk,Waregem,1,3,A,O,2.0,3.72,3.42,5.0,8.0,3.0,5.0,6,1.0,0.0,2.0,2.0,3.0,1.0,2.0,6.0,5.0,1.0,-3.0,-4.0,1.0,0.0,0.0,0.0,1.0,2.0,-1.0,20.0,60.0,0.0,60.0,9.0,8.0,14.0,20.0
2022-10-15,2022,Cercle Brugge,Eupen,5,1,H,O,1.84,3.71,4.02,10.0,2.0,2.0,2.0,6,0.0,2.0,1.0,1.0,3.0,2.0,1.0,5.0,1.0,4.0,-2.0,1.0,-3.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,20.0,40.0,60.0,18.0,9.0,19.0,17.0
2022-10-14,2022,Westerlo,Seraing,2,2,D,O,1.6,3.88,5.66,3.0,2.0,5.0,2.0,6,2.0,2.0,1.0,1.0,4.0,6.0,-2.0,2.0,4.0,-2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,80.0,20.0,50.0,50.0,15.0,7.0,11.0,10.0
2022-10-09,2022,St. Gilloise,Cercle Brugge,2,1,H,O,1.6,4.1,5.13,7.0,5.0,3.0,4.0,5,2.0,1.0,1.0,2.0,5.0,5.0,0.0,4.0,9.0,-5.0,1.0,-4.0,5.0,0.0,0.0,0.0,0.0,1.0,-1.0,75.0,25.0,20.0,80.0,18.0,9.0,16.0,13.0
2022-10-09,2022,Mechelen,Anderlecht,1,3,A,O,3.75,3.77,1.89,3.0,7.0,5.0,7.0,6,1.0,1.0,1.0,2.0,7.0,5.0,2.0,7.0,4.0,3.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,40.0,40.0,25.0,75.0,14.0,15.0,23.0,18.0
2022-10-09,2022,Eupen,Gent,0,4,A,O,4.19,3.75,1.8,1.0,6.0,6.0,9.0,6,0.0,1.0,3.0,2.0,2.0,2.0,0.0,6.0,3.0,3.0,-4.0,-1.0,-3.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,80.0,40.0,40.0,14.0,6.0,20.0,12.0
2022-10-09,2022,Charleroi,Standard,0,1,A,U,2.12,3.66,3.16,3.0,1.0,3.0,1.0,6,1.0,2.0,2.0,1.0,5.0,5.0,0.0,7.0,5.0,2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,60.0,50.0,50.0,17.0,13.0,7.0,15.0
2022-10-08,2022,Waregem,Oud-Heverlee Leuven,2,5,A,O,2.63,3.74,2.43,2.0,7.0,4.0,6.0,6,0.0,1.0,3.0,0.0,2.0,5.0,-3.0,9.0,3.0,6.0,-7.0,2.0,-9.0,0.0,1.0,-1.0,3.0,0.0,3.0,20.0,80.0,40.0,20.0,7.0,10.0,9.0,6.0
2022-10-08,2022,Seraing,Oostende,1,1,D,U,2.81,3.4,2.44,2.0,2.0,3.0,9.0,5,0.0,0.0,3.0,2.0,0.0,3.0,-3.0,7.0,5.0,2.0,-7.0,-2.0,-5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,100.0,20.0,60.0,7.0,17.0,11.0,18.0
2022-10-08,2022,Genk,Kortrijk,2,1,H,O,1.29,5.72,9.29,7.0,2.0,10.0,3.0,6,2.0,1.0,0.0,2.0,3.0,3.0,0.0,1.0,6.0,-5.0,2.0,-3.0,5.0,0.0,0.0,0.0,0.0,1.0,-1.0,80.0,0.0,40.0,60.0,15.0,8.0,20.0,12.0
2022-10-08,2022,Club Brugge,Westerlo,0,2,A,U,1.56,4.3,5.31,12.0,5.0,11.0,3.0,6,3.0,1.0,0.0,2.0,9.0,7.0,2.0,1.0,10.0,-9.0,8.0,-3.0,11.0,2.0,0.0,2.0,0.0,1.0,-1.0,80.0,0.0,20.0,80.0,26.0,14.0,27.0,11.0
2022-10-07,2022,Antwerp,St Truiden,2,0,H,U,1.94,3.41,3.99,4.0,3.0,6.0,2.0,6,3.0,2.0,0.0,0.0,9.0,4.0,5.0,3.0,0.0,3.0,6.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,40.0,0.0,11.0,14.0,12.0,15.0
2022-10-02,2022,St Truiden,Eupen,0,1,A,U,1.78,3.64,4.4,6.0,4.0,10.0,1.0,5,1.0,1.0,2.0,2.0,4.0,3.0,1.0,6.0,5.0,1.0,-2.0,-2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,25.0,50.0,25.0,75.0,15.0,10.0,17.0,18.0
2022-10-02,2022,Kortrijk,Antwerp,2,1,H,O,4.36,3.8,1.75,4.0,5.0,0.0,7.0,5,0.0,3.0,2.0,0.0,1.0,5.0,-4.0,5.0,1.0,4.0,-4.0,4.0,-8.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,75.0,100.0,0.0,9.0,11.0,18.0,8.0
2022-10-02,2022,Gent,Cercle Brugge,3,4,A,O,1.62,3.96,5.16,7.0,5.0,6.0,4.0,5,2.0,0.0,1.0,3.0,5.0,1.0,4.0,3.0,8.0,-5.0,2.0,-7.0,9.0,1.0,0.0,1.0,0.0,2.0,-2.0,50.0,25.0,0.0,100.0,15.0,7.0,20.0,15.0
2022-10-02,2022,Anderlecht,Charleroi,0,1,A,U,1.61,4.16,5.02,8.0,2.0,14.0,5.0,6,1.0,2.0,1.0,1.0,6.0,6.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,60.0,20.0,50.0,50.0,12.0,16.0,26.0,12.0
