Date,Season,Home,Away,HG,AG,Result,Result-U/O,1,X,2,HST,AST,HC,AC,Week,HW,AW,HL,AL,HGF,AGF,HAGF,HGA,AGA,HAGA,HGD,AGD,HAGD,HWGD,AWGD,HAWGD,HLGD,ALGD,HALGD,HW%,HL%,AW%,AL%,HSTF,ASTF,HCF,ACF
2019-02-08,2018,Genk,Standard,2,0,H,U,1.57,4.2,5.25,11.0,1.0,5.0,3.0,13,2.0,1.0,1.0,0.0,6.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,58.3,16.7,33.3,33.3,21.0,13.0,27.0,25.0
2019-02-03,2018,Standard,Anderlecht,2,1,H,O,1.9,3.8,3.75,8.0,5.0,1.0,2.0,12,3.0,0.0,0.0,3.0,9.0,2.0,7.0,3.0,6.0,-3.0,6.0,-4.0,10.0,2.0,0.0,2.0,0.0,1.0,-1.0,63.6,9.1,36.4,63.6,23.0,9.0,27.0,11.0
2019-02-03,2018,St Truiden,Eupen,4,1,H,O,2.0,3.6,3.5,5.0,3.0,4.0,9.0,12,0.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,4.0,0.0,-1.0,-2.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,45.5,9.1,27.3,63.6,15.0,8.0,8.0,11.0
2019-02-03,2018,Club Brugge,Gent,1,1,D,U,1.75,3.75,4.5,9.0,4.0,10.0,9.0,12,2.0,1.0,1.0,2.0,8.0,3.0,5.0,2.0,6.0,-4.0,6.0,-3.0,9.0,2.0,0.0,2.0,0.0,2.0,-2.0,72.7,18.2,36.4,45.5,18.0,13.0,12.0,11.0
2019-02-02,2018,Waregem,Cercle Brugge,3,2,H,O,1.8,4.0,3.8,5.0,10.0,4.0,4.0,12,1.0,0.0,1.0,2.0,5.0,3.0,2.0,4.0,8.0,-4.0,1.0,-5.0,6.0,1.0,0.0,1.0,0.0,2.0,-2.0,36.4,36.4,9.1,54.5,10.0,15.0,21.0,12.0
2019-02-02,2018,Waasland-Beveren,Genk,1,2,A,O,10.0,6.0,1.25,5.0,9.0,2.0,11.0,12,2.0,3.0,0.0,0.0,5.0,6.0,-1.0,3.0,2.0,1.0,2.0,4.0,-2.0,0.0,1.0,-1.0,0.0,0.0,0.0,18.2,27.3,72.7,0.0,12.0,14.0,16.0,13.0
2019-02-02,2018,Oostende,Antwerp,0,2,A,U,3.8,3.6,1.9,4.0,7.0,5.0,5.0,12,1.0,2.0,1.0,1.0,3.0,6.0,-3.0,3.0,6.0,-3.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,36.4,45.5,63.6,18.2,12.0,14.0,7.0,12.0
2019-02-02,2018,Kortrijk,Lokeren,2,1,H,O,1.57,4.2,5.25,5.0,3.0,10.0,4.0,12,1.0,0.0,1.0,3.0,5.0,2.0,3.0,4.0,7.0,-3.0,1.0,-5.0,6.0,1.0,0.0,1.0,0.0,1.0,-1.0,27.3,45.5,0.0,81.8,16.0,10.0,23.0,17.0
2019-02-01,2018,Mouscron,Charleroi,3,0,H,O,2.5,3.3,2.75,7.0,5.0,6.0,2.0,12,2.0,1.0,0.0,1.0,5.0,3.0,2.0,2.0,4.0,-2.0,3.0,-1.0,4.0,1.0,0.0,1.0,0.0,1.0,-1.0,36.4,36.4,27.3,45.5,12.0,14.0,16.0,12.0
2019-01-27,2018,Oostende,Club Brugge,1,2,A,O,6.0,4.33,1.5,2.0,6.0,3.0,7.0,11,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,36.4,27.3,16.0,19.0,6.0,14.0
2019-01-27,2018,Kortrijk,Gent,1,2,A,O,3.0,3.75,2.15,5.0,5.0,11.0,2.0,11,2.0,0.0,0.0,2.0,5.0,3.0,2.0,2.0,7.0,-5.0,3.0,-4.0,7.0,1.0,0.0,1.0,0.0,2.0,-2.0,30.0,40.0,30.0,50.0,14.0,16.0,14.0,19.0
2019-01-27,2018,Anderlecht,Eupen,2,1,H,O,1.44,4.5,6.5,10.0,2.0,4.0,5.0,12,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,5.0,-3.0,2.0,-4.0,6.0,1.0,0.0,1.0,0.0,2.0,-2.0,54.5,9.1,30.0,60.0,17.0,7.0,11.0,10.0
2019-01-26,2018,Lokeren,Waregem,0,3,A,O,2.8,3.6,2.3,4.0,6.0,1.0,3.0,12,1.0,0.0,1.0,2.0,4.0,3.0,1.0,3.0,8.0,-5.0,1.0,-5.0,6.0,1.0,0.0,1.0,0.0,2.0,-2.0,27.3,45.5,9.1,72.7,13.0,13.0,11.0,12.0
2019-01-26,2018,Genk,Mouscron,1,2,A,O,1.14,8.0,15.0,2.0,3.0,12.0,3.0,12,2.0,0.0,0.0,3.0,6.0,1.0,5.0,2.0,4.0,-2.0,4.0,-3.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,63.6,9.1,9.1,72.7,25.0,11.0,19.0,10.0
2019-01-26,2018,Charleroi,Waasland-Beveren,2,2,D,O,1.36,4.75,8.0,10.0,2.0,9.0,0.0,12,2.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,4.0,-2.0,3.0,-2.0,5.0,2.0,1.0,1.0,0.0,1.0,-1.0,63.6,36.4,18.2,54.5,15.0,14.0,5.0,14.0
2019-01-26,2018,Cercle Brugge,St Truiden,1,2,A,O,2.5,3.6,2.6,2.0,7.0,5.0,7.0,12,1.0,1.0,2.0,1.0,2.0,4.0,-2.0,5.0,4.0,1.0,-3.0,0.0,-3.0,0.0,1.0,-1.0,1.0,1.0,0.0,54.5,36.4,27.3,36.4,15.0,13.0,18.0,18.0
2019-01-25,2018,Antwerp,Standard,1,1,D,U,2.7,3.25,2.6,4.0,3.0,1.0,3.0,12,1.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,4.0,2.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,2.0,1.0,1.0,45.5,27.3,36.4,36.4,15.0,11.0,28.0,27.0
2019-01-20,2018,Mouscron,Oostende,2,1,H,O,2.0,3.5,3.6,5.0,5.0,7.0,3.0,11,1.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,6.0,-5.0,2.0,-4.0,6.0,1.0,0.0,1.0,0.0,2.0,-2.0,30.0,40.0,18.2,54.5,10.0,10.0,14.0,15.0
2019-01-20,2018,Gent,Anderlecht,1,0,H,U,2.05,3.5,3.4,5.0,4.0,6.0,6.0,12,2.0,0.0,0.0,3.0,6.0,4.0,2.0,1.0,9.0,-8.0,5.0,-5.0,10.0,2.0,0.0,2.0,0.0,2.0,-2.0,54.5,27.3,40.0,60.0,17.0,9.0,14.0,7.0
2019-01-20,2018,Club Brugge,Charleroi,0,1,A,U,1.5,4.33,6.0,4.0,3.0,4.0,6.0,11,2.0,1.0,1.0,1.0,9.0,6.0,3.0,4.0,6.0,-2.0,5.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,80.0,10.0,20.0,50.0,17.0,21.0,13.0,12.0
2019-01-19,2018,Waregem,Antwerp,1,2,A,O,2.62,3.4,2.6,3.0,7.0,10.0,4.0,11,2.0,1.0,0.0,1.0,6.0,4.0,2.0,2.0,5.0,-3.0,4.0,-1.0,5.0,2.0,1.0,1.0,0.0,1.0,-1.0,40.0,30.0,60.0,20.0,11.0,8.0,15.0,10.0
2019-01-19,2018,Waasland-Beveren,Cercle Brugge,1,1,D,U,2.4,3.4,2.8,3.0,10.0,4.0,5.0,11,2.0,1.0,1.0,2.0,5.0,4.0,1.0,4.0,8.0,-4.0,1.0,-4.0,5.0,0.0,0.0,0.0,0.0,2.0,-2.0,20.0,30.0,10.0,60.0,14.0,7.0,15.0,11.0
2019-01-19,2018,Standard,Kortrijk,2,1,H,O,1.45,4.5,6.5,8.0,4.0,10.0,3.0,11,3.0,1.0,0.0,0.0,10.0,3.0,7.0,2.0,2.0,0.0,8.0,1.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,60.0,10.0,36.4,27.3,21.0,16.0,22.0,16.0
2019-01-19,2018,Eupen,Lokeren,4,1,H,O,1.85,3.8,3.8,11.0,4.0,7.0,8.0,12,2.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,5.0,-3.0,0.0,-4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,45.5,54.5,0.0,80.0,15.0,6.0,19.0,16.0
2019-01-18,2018,St Truiden,Genk,2,3,A,O,6.0,4.5,1.45,5.0,8.0,2.0,5.0,11,1.0,2.0,0.0,0.0,5.0,3.0,2.0,3.0,0.0,3.0,2.0,3.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,70.0,0.0,16.0,14.0,9.0,10.0
2018-12-27,2018,Lokeren,Club Brugge,0,1,A,U,7.0,4.75,1.4,3.0,6.0,4.0,5.0,11,1.0,0.0,1.0,2.0,6.0,2.0,4.0,6.0,4.0,2.0,0.0,-2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,30.0,40.0,30.0,30.0,17.0,17.0,7.0,14.0
2018-12-27,2018,Anderlecht,Waasland-Beveren,3,0,H,O,1.33,5.0,8.5,7.0,5.0,2.0,3.0,11,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,-1.0,1.0,-1.0,2.0,1.0,1.0,0.0,0.0,1.0,-1.0,50.0,10.0,20.0,50.0,21.0,10.0,16.0,14.0
2018-12-26,2018,Oostende,St Truiden,1,1,D,U,2.9,3.5,2.3,5.0,3.0,3.0,4.0,10,2.0,2.0,1.0,1.0,4.0,7.0,-3.0,3.0,4.0,-1.0,1.0,3.0,-2.0,0.0,2.0,-2.0,0.0,1.0,-1.0,44.4,44.4,30.0,40.0,15.0,16.0,6.0,17.0
2018-12-26,2018,Kortrijk,Waregem,4,2,H,O,2.0,3.6,3.5,8.0,6.0,6.0,6.0,10,1.0,1.0,1.0,1.0,1.0,4.0,-3.0,2.0,5.0,-3.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,22.2,44.4,10.0,70.0,10.0,10.0,13.0,8.0
2018-12-26,2018,Genk,Gent,3,1,H,O,1.57,4.0,5.5,9.0,4.0,2.0,5.0,11,1.0,0.0,1.0,2.0,4.0,2.0,2.0,3.0,6.0,-3.0,1.0,-4.0,5.0,1.0,0.0,1.0,0.0,2.0,-2.0,60.0,10.0,33.3,44.4,21.0,17.0,29.0,18.0
2018-12-26,2018,Charleroi,Standard,0,1,A,U,2.62,3.4,2.54,4.0,4.0,2.0,9.0,11,3.0,1.0,0.0,1.0,7.0,3.0,4.0,2.0,4.0,-2.0,5.0,-1.0,6.0,2.0,1.0,1.0,0.0,1.0,-1.0,70.0,30.0,30.0,40.0,17.0,14.0,7.0,20.0
2018-12-26,2018,Cercle Brugge,Eupen,0,1,A,U,2.25,3.5,3.0,4.0,2.0,1.0,0.0,11,2.0,0.0,1.0,3.0,4.0,0.0,4.0,4.0,7.0,-3.0,0.0,-7.0,7.0,1.0,0.0,1.0,1.0,3.0,-2.0,60.0,30.0,22.2,66.7,15.0,9.0,23.0,19.0
2018-12-26,2018,Antwerp,Mouscron,2,1,H,O,1.5,4.33,6.0,8.0,3.0,6.0,5.0,11,1.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,3.0,2.0,-2.0,-1.0,-1.0,1.0,0.0,1.0,2.0,0.0,2.0,40.0,30.0,10.0,70.0,16.0,15.0,31.0,12.0
2018-12-23,2018,Waregem,Charleroi,3,1,H,O,2.45,3.5,2.7,5.0,7.0,5.0,3.0,10,2.0,1.0,0.0,1.0,6.0,6.0,0.0,2.0,5.0,-3.0,4.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,33.3,33.3,22.2,44.4,16.0,17.0,16.0,15.0
2018-12-23,2018,Eupen,Genk,0,2,A,U,6.5,5.0,1.4,3.0,4.0,7.0,7.0,11,2.0,2.0,1.0,0.0,3.0,5.0,-2.0,4.0,2.0,2.0,-1.0,3.0,-4.0,0.0,1.0,-1.0,1.0,0.0,1.0,50.0,50.0,66.7,0.0,14.0,22.0,17.0,9.0
2018-12-23,2018,Club Brugge,Antwerp,5,1,H,O,1.61,4.0,5.0,6.0,2.0,3.0,2.0,10,2.0,2.0,1.0,0.0,8.0,5.0,3.0,3.0,0.0,3.0,5.0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,77.8,11.1,66.7,11.1,20.0,8.0,18.0,10.0
2018-12-22,2018,Waasland-Beveren,Lokeren,2,1,H,O,2.0,3.4,3.75,5.0,4.0,5.0,5.0,10,1.0,0.0,2.0,2.0,4.0,1.0,3.0,5.0,4.0,1.0,-1.0,-3.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,11.1,33.3,0.0,77.8,13.0,5.0,13.0,15.0
2018-12-22,2018,Standard,Oostende,3,1,H,O,1.36,5.0,7.5,6.0,4.0,9.0,8.0,10,2.0,0.0,1.0,2.0,7.0,1.0,6.0,3.0,5.0,-2.0,4.0,-4.0,8.0,2.0,0.0,2.0,1.0,2.0,-1.0,55.6,11.1,20.0,50.0,17.0,11.0,15.0,11.0
2018-12-22,2018,St Truiden,Kortrijk,0,0,D,U,1.9,3.6,3.75,2.0,6.0,3.0,3.0,10,2.0,1.0,0.0,1.0,7.0,4.0,3.0,4.0,5.0,-1.0,3.0,-1.0,4.0,1.0,0.0,1.0,0.0,1.0,-1.0,55.6,0.0,40.0,30.0,20.0,14.0,7.0,17.0
2018-12-22,2018,Mouscron,Anderlecht,3,1,H,O,4.33,3.8,1.75,7.0,4.0,4.0,3.0,10,1.0,1.0,0.0,2.0,3.0,5.0,-2.0,1.0,7.0,-6.0,2.0,-2.0,4.0,1.0,0.0,1.0,0.0,1.0,-1.0,22.2,44.4,44.4,55.6,12.0,9.0,16.0,6.0
2018-12-21,2018,Gent,Cercle Brugge,4,1,H,O,1.33,5.25,8.0,9.0,4.0,5.0,4.0,11,2.0,1.0,0.0,2.0,5.0,3.0,2.0,1.0,6.0,-5.0,4.0,-3.0,7.0,2.0,0.0,2.0,0.0,2.0,-2.0,50.0,30.0,11.1,55.6,13.0,8.0,14.0,12.0
2018-12-16,2018,Standard,Waregem,4,1,H,O,1.85,4.0,3.6,9.0,3.0,8.0,1.0,9,1.0,1.0,1.0,1.0,4.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,50.0,12.5,11.1,66.7,14.0,10.0,12.0,13.0
2018-12-16,2018,Genk,Oostende,2,0,H,U,1.2,6.5,13.0,10.0,2.0,13.0,3.0,10,0.0,0.0,1.0,2.0,3.0,1.0,2.0,4.0,7.0,-3.0,-1.0,-6.0,5.0,0.0,0.0,0.0,0.0,2.0,-2.0,55.6,11.1,22.2,44.4,14.0,15.0,20.0,10.0
2018-12-16,2018,Cercle Brugge,Anderlecht,2,1,H,O,3.8,3.8,1.85,7.0,1.0,11.0,2.0,10,2.0,1.0,1.0,2.0,4.0,5.0,-1.0,4.0,7.0,-3.0,0.0,-2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,55.6,33.3,50.0,50.0,16.0,13.0,21.0,16.0
2018-12-15,2018,Lokeren,St Truiden,2,0,H,U,3.6,3.5,2.0,5.0,6.0,4.0,7.0,10,1.0,2.0,1.0,1.0,6.0,7.0,-1.0,6.0,3.0,3.0,0.0,4.0,-4.0,1.0,2.0,-1.0,1.0,0.0,1.0,22.2,44.4,33.3,33.3,18.0,14.0,5.0,12.0
2018-12-15,2018,Kortrijk,Club Brugge,0,0,D,U,3.3,4.0,2.0,3.0,7.0,6.0,5.0,9,1.0,0.0,1.0,2.0,3.0,3.0,0.0,4.0,5.0,-1.0,-1.0,-2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,50.0,33.3,33.3,17.0,14.0,16.0,12.0
2018-12-15,2018,Eupen,Mouscron,1,0,H,U,2.04,3.5,3.4,6.0,3.0,4.0,1.0,10,2.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,4.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,44.4,55.6,11.1,66.7,14.0,13.0,20.0,14.0
2018-12-15,2018,Antwerp,Waasland-Beveren,0,2,A,U,1.36,5.0,7.5,3.0,3.0,13.0,6.0,10,1.0,0.0,2.0,2.0,5.0,2.0,3.0,7.0,5.0,2.0,-2.0,-3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,44.4,22.2,11.1,55.6,21.0,12.0,23.0,13.0
2018-12-14,2018,Charleroi,Gent,2,0,H,U,2.8,3.4,2.4,4.0,4.0,1.0,4.0,10,3.0,0.0,0.0,2.0,6.0,3.0,3.0,2.0,7.0,-5.0,4.0,-4.0,8.0,1.0,0.0,1.0,0.0,2.0,-2.0,66.7,33.3,37.5,37.5,21.0,20.0,12.0,18.0
2018-12-09,2018,Gent,Eupen,2,0,H,U,1.44,4.2,7.5,6.0,4.0,7.0,6.0,10,2.0,0.0,0.0,3.0,5.0,1.0,4.0,2.0,7.0,-5.0,3.0,-6.0,9.0,1.0,0.0,1.0,0.0,2.0,-2.0,44.4,33.3,25.0,62.5,13.0,9.0,14.0,18.0
2018-12-09,2018,Cercle Brugge,Antwerp,0,3,A,O,3.6,3.5,2.0,4.0,5.0,6.0,6.0,9,2.0,2.0,0.0,0.0,5.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,62.5,25.0,62.5,12.5,14.0,9.0,21.0,12.0
2018-12-09,2018,Anderlecht,Charleroi,1,1,D,U,1.83,3.75,4.0,6.0,4.0,6.0,3.0,10,1.0,1.0,1.0,2.0,3.0,6.0,-3.0,2.0,6.0,-4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,55.6,11.1,25.0,50.0,19.0,17.0,15.0,14.0
2018-12-08,2018,St Truiden,Standard,1,1,D,U,2.3,3.4,3.0,8.0,6.0,3.0,13.0,9,2.0,1.0,0.0,2.0,8.0,3.0,5.0,5.0,6.0,-1.0,3.0,-3.0,6.0,1.0,1.0,0.0,0.0,2.0,-2.0,62.5,0.0,33.3,44.4,16.0,13.0,10.0,15.0
2018-12-08,2018,Oostende,Lokeren,1,0,H,U,1.8,3.8,4.0,5.0,2.0,1.0,4.0,9,1.0,0.0,2.0,2.0,3.0,2.0,1.0,7.0,5.0,2.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,37.5,50.0,0.0,75.0,14.0,5.0,10.0,13.0
2018-12-08,2018,Mouscron,Waregem,0,0,D,U,2.7,3.4,2.5,0.0,4.0,5.0,5.0,9,1.0,1.0,0.0,2.0,3.0,6.0,-3.0,1.0,6.0,-5.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,50.0,12.5,75.0,14.0,10.0,15.0,14.0
2018-12-08,2018,Genk,Kortrijk,1,1,D,U,1.2,7.0,11.0,6.0,4.0,4.0,2.0,9,1.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,5.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,62.5,12.5,44.4,33.3,18.0,18.0,29.0,25.0
2018-12-07,2018,Waasland-Beveren,Club Brugge,2,1,H,O,7.0,5.0,1.36,4.0,6.0,7.0,4.0,9,0.0,0.0,3.0,1.0,2.0,4.0,-2.0,5.0,5.0,0.0,-3.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,37.5,25.0,15.0,13.0,11.0,10.0
2018-12-02,2018,Eupen,Waasland-Beveren,1,0,H,U,1.61,4.2,4.75,6.0,6.0,8.0,5.0,9,2.0,0.0,1.0,1.0,5.0,3.0,2.0,5.0,5.0,0.0,0.0,-2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,37.5,62.5,12.5,50.0,13.0,7.0,16.0,12.0
2018-12-02,2018,Club Brugge,Standard,3,0,H,O,1.66,3.8,5.0,8.0,1.0,5.0,5.0,9,1.0,1.0,1.0,1.0,6.0,3.0,3.0,4.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,75.0,12.5,37.5,37.5,20.0,17.0,19.0,18.0
2018-12-02,2018,Anderlecht,Genk,0,1,A,U,3.1,3.5,2.2,4.0,2.0,3.0,1.0,9,2.0,1.0,0.0,0.0,7.0,5.0,2.0,3.0,3.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,62.5,0.0,62.5,0.0,22.0,26.0,19.0,12.0
2018-12-01,2018,Waregem,Oostende,1,1,D,U,1.72,3.75,4.5,2.0,4.0,6.0,4.0,9,2.0,0.0,0.0,2.0,7.0,0.0,7.0,3.0,6.0,-3.0,4.0,-6.0,10.0,2.0,0.0,2.0,0.0,2.0,-2.0,37.5,37.5,25.0,50.0,20.0,21.0,18.0,13.0
2018-12-01,2018,Kortrijk,Mouscron,1,0,H,U,1.72,3.75,4.5,3.0,5.0,2.0,4.0,8,1.0,1.0,1.0,1.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,14.3,57.1,12.5,62.5,21.0,12.0,19.0,13.0
2018-12-01,2018,Charleroi,Cercle Brugge,3,1,H,O,1.57,4.0,5.5,7.0,1.0,2.0,3.0,9,3.0,1.0,0.0,2.0,6.0,4.0,2.0,3.0,7.0,-4.0,3.0,-3.0,6.0,0.0,0.0,0.0,0.0,2.0,-2.0,62.5,37.5,12.5,50.0,22.0,11.0,12.0,13.0
2018-12-01,2018,Antwerp,St Truiden,1,3,A,O,1.66,3.6,5.25,4.0,4.0,9.0,7.0,9,2.0,1.0,1.0,2.0,6.0,5.0,1.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,50.0,12.5,25.0,37.5,26.0,17.0,23.0,10.0
2018-11-30,2018,Lokeren,Gent,2,2,D,O,6.5,4.0,1.5,5.0,8.0,3.0,10.0,9,1.0,1.0,1.0,2.0,4.0,5.0,-1.0,4.0,5.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,-1.0,25.0,50.0,42.9,42.9,16.0,23.0,5.0,12.0
2018-11-25,2018,St Truiden,Anderlecht,4,2,H,O,3.3,3.6,2.04,6.0,4.0,3.0,2.0,8,2.0,2.0,0.0,1.0,7.0,5.0,2.0,4.0,4.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,57.1,0.0,57.1,42.9,18.0,15.0,12.0,16.0
2018-11-25,2018,Lokeren,Charleroi,2,4,A,O,3.5,3.6,2.0,7.0,10.0,0.0,6.0,8,1.0,0.0,1.0,3.0,3.0,3.0,0.0,3.0,6.0,-3.0,0.0,-3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,28.6,42.9,14.3,57.1,13.0,11.0,10.0,13.0
2018-11-25,2018,Gent,Antwerp,0,0,D,U,2.0,3.5,3.6,2.0,1.0,2.0,2.0,9,2.0,3.0,1.0,0.0,6.0,5.0,1.0,7.0,1.0,6.0,-1.0,4.0,-5.0,1.0,1.0,0.0,1.0,0.0,1.0,50.0,37.5,71.4,14.3,16.0,16.0,16.0,18.0
2018-11-24,2018,Waasland-Beveren,Mouscron,1,2,A,O,2.62,3.4,2.54,5.0,7.0,3.0,7.0,8,0.0,0.0,2.0,2.0,2.0,4.0,-2.0,4.0,7.0,-3.0,-2.0,-3.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,28.6,0.0,71.4,15.0,11.0,12.0,10.0
2018-11-24,2018,Standard,Eupen,3,0,H,O,1.4,5.0,6.5,6.0,1.0,5.0,4.0,8,1.0,1.0,1.0,2.0,4.0,4.0,0.0,4.0,5.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,42.9,14.3,28.6,57.1,16.0,11.0,13.0,15.0
2018-11-24,2018,Oostende,Kortrijk,1,2,A,O,3.1,3.4,2.25,6.0,6.0,2.0,11.0,8,1.0,1.0,2.0,1.0,3.0,5.0,-2.0,8.0,5.0,3.0,-5.0,0.0,-5.0,0.0,1.0,-1.0,2.0,1.0,1.0,42.9,42.9,37.5,37.5,13.0,19.0,14.0,19.0
2018-11-24,2018,Genk,Cercle Brugge,1,2,A,O,1.16,7.0,15.0,5.0,2.0,12.0,4.0,8,2.0,0.0,0.0,3.0,7.0,2.0,5.0,2.0,10.0,-8.0,5.0,-8.0,13.0,1.0,0.0,1.0,0.0,3.0,-3.0,71.4,0.0,0.0,57.1,30.0,9.0,29.0,16.0
2018-11-23,2018,Club Brugge,Waregem,1,3,A,O,1.36,5.5,7.0,3.0,3.0,5.0,2.0,8,2.0,0.0,0.0,3.0,9.0,3.0,6.0,1.0,9.0,-8.0,8.0,-6.0,14.0,2.0,0.0,2.0,0.0,1.0,-1.0,85.7,0.0,0.0,85.7,22.0,8.0,22.0,14.0
2018-11-11,2018,Mouscron,Genk,0,0,D,U,7.5,5.5,1.33,3.0,8.0,5.0,2.0,8,1.0,2.0,1.0,0.0,3.0,10.0,-7.0,4.0,4.0,0.0,-1.0,6.0,-7.0,1.0,2.0,-1.0,1.0,0.0,1.0,28.6,57.1,71.4,0.0,15.0,26.0,16.0,23.0
2018-11-11,2018,Kortrijk,Standard,0,2,A,U,2.6,3.6,2.5,4.0,7.0,5.0,2.0,7,1.0,1.0,1.0,1.0,6.0,4.0,2.0,6.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,16.7,50.0,28.6,42.9,23.0,13.0,22.0,16.0
2018-11-11,2018,Anderlecht,Gent,2,0,H,U,2.0,3.6,3.5,11.0,5.0,7.0,4.0,8,1.0,1.0,0.0,1.0,5.0,7.0,-2.0,3.0,5.0,-2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,57.1,0.0,50.0,33.3,18.0,25.0,23.0,12.0
2018-11-10,2018,Waregem,Lokeren,2,0,H,U,1.6,4.33,4.75,4.0,0.0,4.0,7.0,8,1.0,0.0,1.0,2.0,6.0,3.0,3.0,5.0,5.0,0.0,1.0,-2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,28.6,42.9,0.0,71.4,19.0,6.0,24.0,8.0
2018-11-10,2018,Eupen,St Truiden,1,4,A,O,2.37,3.6,2.7,2.0,6.0,5.0,3.0,8,2.0,0.0,1.0,2.0,5.0,1.0,4.0,3.0,4.0,-1.0,2.0,-3.0,5.0,1.0,0.0,1.0,0.0,1.0,-1.0,42.9,57.1,14.3,42.9,15.0,11.0,11.0,7.0
2018-11-10,2018,Charleroi,Club Brugge,2,1,H,O,3.6,3.6,1.95,6.0,4.0,4.0,5.0,8,3.0,0.0,0.0,1.0,6.0,4.0,2.0,3.0,6.0,-3.0,3.0,-2.0,5.0,0.0,0.0,0.0,0.0,1.0,-1.0,57.1,42.9,42.9,14.3,19.0,12.0,11.0,6.0
2018-11-10,2018,Cercle Brugge,Waasland-Beveren,2,0,H,U,1.85,3.6,4.0,4.0,1.0,6.0,3.0,8,2.0,1.0,0.0,0.0,5.0,6.0,-1.0,3.0,3.0,0.0,2.0,3.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,57.1,28.6,14.3,42.9,12.0,11.0,18.0,11.0
2018-11-09,2018,Antwerp,Oostende,2,0,H,U,1.44,4.5,6.5,9.0,5.0,9.0,4.0,8,1.0,0.0,1.0,1.0,6.0,1.0,5.0,7.0,5.0,2.0,-1.0,-4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,42.9,14.3,28.6,42.9,24.0,19.0,22.0,11.0
